tweets,id,name,location,coordinates,created_at,favorite_count,geo,place,source,clean_tweets
"As a precaution, they have him on an intravenous Clorox Drip to match the Dip it's going into. https://t.co/UZvvUlzC4R",1.2585442921019474e+18,Sam Thomas,Utah,,2020-05-07,1.0,,,Twitter Web App,precaution intravenous clorox drip match dip going https co uzvvulzc r
RT @jmoonique: Haciendo un video para mi cuenta de maquillaje y me pongo CLOROX en el pelo pensando que era aguaaaa lo que había ahiii! htt…,1.2585442877021225e+18,Fermarys,Puerto rico,,2020-05-07,0.0,,,Twitter for Android,rt jmoonique haciendo un video para mi cuenta de maquillaje pongo clorox en el pelo pensando que era aguaaaa lo que hab ahiii htt
@Amelia74585845 El clorox me da una alergia horrible y no lo uso puro,1.258544212355674e+18,🇵🇦 Zoraya 🇵🇦,Panamá,,2020-05-07,1.0,,,Twitter for Android,amelia el clorox da una alergia horrible lo uso puro
@RickyUncommonf @Holodeck13 @Gogoette @DJBurn77 @RepAdamSchiff It’s not original because the order came from your b… https://t.co/h6EwX2WjIN,1.258544182689321e+18,Razor3105 Blue No Matter Who!!!,,,2020-05-07,0.0,,,Twitter for iPhone,rickyuncommonf holodeck gogoette djburn repadamschiff original order came b https co h ewx wjin
RT @drivethecat: 아 진짜웃겨 치과의사 선생님이 치아 뿌리 이정도면 최상급이라고 칭찬받음 뿌리 엄청 튼튼하다고 https://t.co/n19GdnKcYG,1.25854418085641e+18,🍒🙅🏾‍♀️⎊플러심⎊🐍⚡,Music of the Night,,2020-05-07,0.0,,,Twitter for Android,rt drivethecat https co n gdnkcyg
"RT @cuchulain9: @jentaub What's the problem?  Pop some hydroxychloroquine, shoot up some clorox and you're fully protected against the hoax…",1.258544043799097e+18,Judy,"North Hollywood, Los Angeles",,2020-05-07,0.0,,,Twitter for iPhone,rt cuchulain jentaub problem pop hydroxychloroquine shoot clorox fully protected hoax
"RT @WSJ: While makers of other hard-to-find staples are catching up with demand, the producers of Clorox, Lysol and private-label wipes are…",1.2585439634530632e+18,🍳 Heather Cain 🍳,Trapped!,,2020-05-07,0.0,,,Twitter for Android,rt wsj makers hard find staples catching demand producers clorox lysol private label wipes
"RT @TelemundoNews: 🇺🇸¿Por qué escasean tanto las toallas húmedas para desinfectar?

➡️ La compañía Clorox no ha tenido más remedio que anun…",1.258543960613458e+18,Kary Huertas,Guatemala,,2020-05-07,0.0,,,Twitter for Android,rt telemundonews por qu escasean tanto las toallas h medas para desinfectar la compa clorox ha tenido remedio que anun
"RT @jeremynewberger: Reports Trump's personal valet has coronavirus. 

Cut to shot of Trump guzzling a Big Gulp of Hyrdoxychloroquine, inje…",1.2585437584689766e+18,D david,,,2020-05-07,0.0,,,Twitter for iPad,rt jeremynewberger reports trump personal valet coronavirus cut shot trump guzzling big gulp hyrdoxychloroquine inje
"@RamblinManNC @CNN In November, be sure to spray/pour some Lysol or Clorox over the cuts from broken glass. I heard… https://t.co/jCvwjDh3VY",1.2585437549835592e+18,Rain Jackson,"Texas, USA",,2020-05-07,6.0,,,Twitter for iPhone,ramblinmannc cnn november sure spray pour lysol clorox cuts broken glass heard https co jcvwjdh vy
"@batmans_chic what we heard was the idiot/thug Trump saying it was a hoax, then it would be gone soon,  then to dri… https://t.co/F0ilf9Gx3Y",1.258543719365501e+18,LetMePutNMy2Cents,"Texas, USA",,2020-05-07,0.0,,,Twitter Web App,batmans chic heard idiot thug trump saying hoax would gone soon dri https co f ilf gx
"RT @cuchulain9: @jentaub What's the problem?  Pop some hydroxychloroquine, shoot up some clorox and you're fully protected against the hoax…",1.258543718832857e+18,StayWoke & Vote,,,2020-05-07,0.0,,,Twitter Web App,rt cuchulain jentaub problem pop hydroxychloroquine shoot clorox fully protected hoax
"RT @WSJ: While makers of other hard-to-find staples are catching up with demand, the producers of Clorox, Lysol and private-label wipes are…",1.258543717394215e+18,Raok Raven TV,Northwest WA OR LA NY P. Earth,,2020-05-07,0.0,,,Twitter for iPhone,rt wsj makers hard find staples catching demand producers clorox lysol private label wipes
RT @seungminkim: “Clorox said it doesn’t expect to catch up (with demand) until summer” 🤯 https://t.co/pYV3TNvRqg,1.2585437100080128e+18,brent bentley,,,2020-05-07,0.0,,,Twitter for iPhone,rt seungminkim clorox said expect catch demand summer https co pyv tnvrqg
"RT @DavidMarkoMiami: How can anyone have confidence in returning to any kind of normal if we can’t get access to Lysol spray, Clorox wipes,…",1.258543659093422e+18,CJ Moose ⚒🌋,,,2020-05-07,0.0,,,Twitter for iPhone,rt davidmarkomiami anyone confidence returning kind normal get access lysol spray clorox wipes
@kameeezz Costco Waipio has a lot of toilet paper &amp; Clorox wipes. I just came from there,1.258543646493696e+18,bonbon🍭,,,2020-05-07,0.0,,,Twitter for iPhone,kameeezz costco waipio lot toilet paper clorox wipes came
"RT @NBCNightlyNews: Clorox factories go into overdrive to meet demand amid the fight against the coronavirus. https://t.co/yyMRwwmKI8

@Rep…",1.2585436025122202e+18,Gonzalo Barría Pérez,"Puerto Montt - Santiago, Chile",,2020-05-07,0.0,,,Twitter for iPhone,rt nbcnightlynews clorox factories go overdrive meet demand amid fight coronavirus https co yymrwwmki rep
RT @seungminkim: “Clorox said it doesn’t expect to catch up (with demand) until summer” 🤯 https://t.co/pYV3TNvRqg,1.2585435545797222e+18,helen MONSTA X✨✨ (nsfr),"Illinois, USA",,2020-05-07,0.0,,,Twitter for iPhone,rt seungminkim clorox said expect catch demand summer https co pyv tnvrqg
"RT @WSJ: While makers of other hard-to-find staples are catching up with demand, the producers of Clorox, Lysol and private-label wipes are…",1.2585435409817805e+18,helen MONSTA X✨✨ (nsfr),"Illinois, USA",,2020-05-07,0.0,,,Twitter for iPhone,rt wsj makers hard find staples catching demand producers clorox lysol private label wipes
RT @RJP56: @robreiner Oh my goodness! Didn't you inject yourself with Clorox this morning and inhale the Lysol? https://t.co/DhCFYZn7A7,1.2585435006661427e+18,Toni Howard,,,2020-05-07,0.0,,,Twitter for Android,rt rjp robreiner oh goodness inject clorox morning inhale lysol https co dhcfyzn
@Dar_Thatcher tRUMP uses a clorox wipe or two for a napkin 🤣😂🤣😂,1.258543456579752e+18,Alex Lynn0096201 🇺🇸CLEAR EYES FULL HEART,South.Jersey-Jersey Shore,,2020-05-07,0.0,,,Twitter Web App,dar thatcher trump uses clorox wipe two napkin
RT @seungminkim: “Clorox said it doesn’t expect to catch up (with demand) until summer” 🤯 https://t.co/pYV3TNvRqg,1.2585433988410122e+18,Jan,,,2020-05-07,0.0,,,Twitter for iPhone,rt seungminkim clorox said expect catch demand summer https co pyv tnvrqg
@WSJ You know I used these for YEARS well before people finally bought them and I’m crawling the walls not having t… https://t.co/bn6MGgSZuS,1.2585433087012372e+18,Tracy S.,"Las Vegas, NV",,2020-05-07,9.0,,,Twitter for iPhone,wsj know used years well people finally bought crawling walls https co bn mggszus
"RT @bennyc50: *Pours a Clorox on the rocks*
*gives up on humanity*",1.2585432800289587e+18,Dave_MN,,,2020-05-07,0.0,,,Twitter for iPhone,rt bennyc pours clorox rocks gives humanity
"RT @tagruber: #Swamp_Busters #2268
Told you not to use Clorox

@stlpcs
@gonepecan11
@FrancoTrumpster
@GGlocksX
@JDPHD2
@tagruber
@gunsandco…",1.2585432336483574e+18,Gemini Guy,"Virginia Beach, VA",,2020-05-07,0.0,,,Twitter for iPhone,rt tagruber swamp busters told use clorox stlpcs gonepecan francotrumpster gglocksx jdphd tagruber gunsandco
"RT @tagruber: #Swamp_Busters #2268
Told you not to use Clorox

@stlpcs
@gonepecan11
@FrancoTrumpster
@GGlocksX
@JDPHD2
@tagruber
@gunsandco…",1.2585431097947873e+18,CONSERVATIVE MEMAW,"North Carolina, USA",,2020-05-07,0.0,,,Twitter for Android,rt tagruber swamp busters told use clorox stlpcs gonepecan francotrumpster gglocksx jdphd tagruber gunsandco
RT @seungminkim: “Clorox said it doesn’t expect to catch up (with demand) until summer” 🤯 https://t.co/pYV3TNvRqg,1.2585431095179346e+18,slg Flame stan account,Socal,,2020-05-07,0.0,,,Twitter for iPhone,rt seungminkim clorox said expect catch demand summer https co pyv tnvrqg
"RT @WSJ: While makers of other hard-to-find staples are catching up with demand, the producers of Clorox, Lysol and private-label wipes are…",1.258543080099033e+18,slg Flame stan account,Socal,,2020-05-07,0.0,,,Twitter for iPhone,rt wsj makers hard find staples catching demand producers clorox lysol private label wipes
RT @Orwellian25: @JeffreyGuterman Or perhaps a cocktail of clorox and body light? https://t.co/jytyG3zddV,1.2585430568416174e+18,Angela S.,United States,,2020-05-07,0.0,,,Twitter for iPhone,rt orwellian jeffreyguterman perhaps cocktail clorox body light https co jytyg zddv
"Cristina Cuomo Defends Prescribed Bleach Bath, Says Family Feels ‘So Much Better’ A...https://t.co/WncKUHvAwO",1.2581846894263337e+18,Helen Fehir,,,2020-05-06,0.0,,,Twitter Web Client,cristina cuomo defends prescribed bleach bath says family feels much better https co wnckuhvawo
"Me: should we get some Clorox 2 to revive your darks 

@yolandanocturn : https://t.co/5zsERWILG8",1.258184687614337e+18,monobrowmegan,Nowhere,,2020-05-06,1.0,,,Twitter for iPhone,get clorox revive darks yolandanocturn https co zserwilg
"#يوسف_العماري
.
تم تعديل الصورة بنجاح 🌚🤝",1.2581846544416563e+18,شمس الحياة 🌕❤,,,2020-05-06,0.0,,,Twitter for Android,
"RT @NBCNightlyNews: Clorox factories go into overdrive to meet demand spurred by coronavirus. https://t.co/yyMRww59jy

@ReporterBlayne has…",1.2581845415349576e+18,HOLLINGS ELKE,,,2020-05-06,0.0,,,Twitter for Android,rt nbcnightlynews clorox factories go overdrive meet demand spurred coronavirus https co yymrww jy reporterblayne
RT @jmoonique: Haciendo un video para mi cuenta de maquillaje y me pongo CLOROX en el pelo pensando que era aguaaaa lo que había ahiii! htt…,1.2581844959639634e+18,Nairobi,"Carolina, Puerto Rico",,2020-05-06,0.0,,,Twitter for iPhone,rt jmoonique haciendo un video para mi cuenta de maquillaje pongo clorox en el pelo pensando que era aguaaaa lo que hab ahiii htt
RT @jmoonique: Haciendo un video para mi cuenta de maquillaje y me pongo CLOROX en el pelo pensando que era aguaaaa lo que había ahiii! htt…,1.2581843508620534e+18,Cindy🐚,"Puerto Rico, USA",,2020-05-06,0.0,,,Twitter for iPhone,rt jmoonique haciendo un video para mi cuenta de maquillaje pongo clorox en el pelo pensando que era aguaaaa lo que hab ahiii htt
"Good morning, family!
This #WishlistWednesday, we pray for:
🎼5-6 portable radio/CD players for classrooms-… https://t.co/VlTs3VNxWN",1.258184315550208e+18,Rock House Kids,"1325 7th Street, Rockford, Il",,2020-05-06,0.0,,,Twitter for Android,good morning family wishlistwednesday pray portable radio cd players classrooms https co vlts vnxwn
RT @jmoonique: Haciendo un video para mi cuenta de maquillaje y me pongo CLOROX en el pelo pensando que era aguaaaa lo que había ahiii! htt…,1.258184269647745e+18,𝕾𝖍𝖆𝖐𝖎𝖗𝖆 𝕽𝖊𝖞𝖊𝖘 𝕿𝖔𝖗𝖗𝖊𝖘,,,2020-05-06,0.0,,,Twitter for iPhone,rt jmoonique haciendo un video para mi cuenta de maquillaje pongo clorox en el pelo pensando que era aguaaaa lo que hab ahiii htt
"RT @NBCNightlyNews: Clorox factories go into overdrive to meet demand spurred by coronavirus. https://t.co/yyMRww59jy

@ReporterBlayne has…",1.2581842650465198e+18,Edward Stilson,www.facebook.com,,2020-05-06,0.0,,,Twitter for Android,rt nbcnightlynews clorox factories go overdrive meet demand spurred coronavirus https co yymrww jy reporterblayne
@dorianp626 Are you trying to make sense to these people?  Don’t waste your time.  They are idjiots and don’t have… https://t.co/WYSomhHHMx,1.2581842530507407e+18,MaryPee,United States,,2020-05-06,0.0,,,Twitter for iPhone,dorianp trying make sense people waste time idjiots https co wysomhhhmx
RT @paeznyc: Clorox sees 500 percent increase in demand for disinfectants as it ramps up production https://t.co/TtRFuDBohw #politics #feed…,1.258184239046103e+18,Ani Sangye 🆘️ ⚖,"Maryland, USA",,2020-05-06,0.0,,,Twitter for Android,rt paeznyc clorox sees percent increase demand disinfectants ramps production https co ttrfudbohw politics feed
"@poppo72741611 @render_nyc @StevenJCBuckley @parscale And, no, he didn't say ""Drink Clorox"". He said worse.",1.258184206989099e+18,/𝟛𝟚,"Portland, OR",,2020-05-06,0.0,,,Twitter for Android,poppo render nyc stevenjcbuckley parscale say drink clorox said worse
RT @jmoonique: Haciendo un video para mi cuenta de maquillaje y me pongo CLOROX en el pelo pensando que era aguaaaa lo que había ahiii! htt…,1.25818420426274e+18,eiram,,,2020-05-06,0.0,,,Twitter for iPhone,rt jmoonique haciendo un video para mi cuenta de maquillaje pongo clorox en el pelo pensando que era aguaaaa lo que hab ahiii htt
@SurvivinAmerica @Mama_Cram Do they even still make Clorox wipes?,1.258184200227881e+18,Marcus Lee,"Virginia, USA",,2020-05-06,0.0,,,Twitter for iPhone,survivinamerica mama cram even still make clorox wipes
@Voice4Stuff I would definitely be there! I’d have some Clorox wipes with me to wipe down my seat and surrounding surface.,1.2581841486209843e+18,Claudia🌵🥅🏒,Arizona,,2020-05-06,2.0,,,Twitter for iPhone,voice stuff would definitely clorox wipes wipe seat surrounding surface
RT @gtconway3d: If you’d a told me 10 years ago I’d be maxing out to Joe Biden because our current president is a deranged criminal who thi…,1.2581841344444293e+18,Ken Griffiths,Michigan,,2020-05-06,0.0,,,Twitter for Android,rt gtconway told years ago maxing joe biden current president deranged criminal thi
All I want for Mother’s Day is a container of Clorox wipes 😷🦠🧼,1.2581841212700508e+18,TT,,,2020-05-06,1.0,,"Place(_api=<tweepy.api.API object at 0x11430af10>, id='6d716125b43cb735', url='https://api.twitter.com/1.1/geo/id/6d716125b43cb735.json', place_type='city', name='Algonquin', full_name='Algonquin, IL', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x11430af10>, type='Polygon', coordinates=[[[-88.383751, 42.124838], [-88.198981, 42.124838], [-88.198981, 42.241892], [-88.383751, 42.241892]]]), attributes={})",Twitter for iPhone,want mother day container clorox wipes
RT @jmoonique: Haciendo un video para mi cuenta de maquillaje y me pongo CLOROX en el pelo pensando que era aguaaaa lo que había ahiii! htt…,1.258184047811015e+18,Kineysha✨,Puerto Rico,,2020-05-06,0.0,,,Twitter for iPhone,rt jmoonique haciendo un video para mi cuenta de maquillaje pongo clorox en el pelo pensando que era aguaaaa lo que hab ahiii htt
@Robert_E_Kelly If only he knew what Clorox was.,1.2581838878989722e+18,Robert,"Philadelphia, PA",,2020-05-06,0.0,,,Twitter for iPhone,robert e kelly knew clorox
RT @jmoonique: Haciendo un video para mi cuenta de maquillaje y me pongo CLOROX en el pelo pensando que era aguaaaa lo que había ahiii! htt…,1.258183847201702e+18,💮JMRÇ💮,EastCoast 00773☀️,,2020-05-06,0.0,,,Twitter for iPhone,rt jmoonique haciendo un video para mi cuenta de maquillaje pongo clorox en el pelo pensando que era aguaaaa lo que hab ahiii htt
RT @jmoonique: Haciendo un video para mi cuenta de maquillaje y me pongo CLOROX en el pelo pensando que era aguaaaa lo que había ahiii! htt…,1.258183705761325e+18,Naá♋,🌈,,2020-05-06,0.0,,,Twitter for iPhone,rt jmoonique haciendo un video para mi cuenta de maquillaje pongo clorox en el pelo pensando que era aguaaaa lo que hab ahiii htt
"@brat2381 I have some Clorox wipes on my passenger seat, should I be worried?",1.258183572206256e+18,Lkbolden,,,2020-05-06,1.0,,,Twitter Web App,brat clorox wipes passenger seat worried
RT @CGAArgentina: Las grandes empresas pueden llamar a @gargantapodero xa que articule 'su colaboración' c/ los compatriotas d la Villa 31.…,1.2581835504211397e+18,Debora,Argentina,,2020-05-06,0.0,,,Twitter for Android,rt cgaargentina las grandes empresas pueden llamar gargantapodero xa que articule su colaboraci n c los compatriotas la villa
Nice story on Clorox https://t.co/lqBwXmAG0D,1.258183373727699e+18,Dusky Literati,"Durham, NC",,2020-05-06,0.0,,,Twitter Web Client,nice story clorox https co lqbwxmag
RT @jmoonique: Haciendo un video para mi cuenta de maquillaje y me pongo CLOROX en el pelo pensando que era aguaaaa lo que había ahiii! htt…,1.2581833000630764e+18,Figue 🔱,Puerto Rico,,2020-05-06,0.0,,,Twitter for iPhone,rt jmoonique haciendo un video para mi cuenta de maquillaje pongo clorox en el pelo pensando que era aguaaaa lo que hab ahiii htt
RT @jmoonique: Haciendo un video para mi cuenta de maquillaje y me pongo CLOROX en el pelo pensando que era aguaaaa lo que había ahiii! htt…,1.2581832594832466e+18,•,,,2020-05-06,0.0,,,Twitter for iPhone,rt jmoonique haciendo un video para mi cuenta de maquillaje pongo clorox en el pelo pensando que era aguaaaa lo que hab ahiii htt
@Mama_Cram Can’t find Clorox wipes anywhere...,1.2581830849077862e+18,Annie Apple,,,2020-05-06,0.0,,,Twitter for iPhone,mama cram find clorox wipes anywhere
"RT @NBCNightlyNews: Clorox factories go into overdrive to meet demand spurred by coronavirus. https://t.co/yyMRww59jy

@ReporterBlayne has…",1.2581830593560535e+18,Randy,"Los Angeles, CA",,2020-05-06,0.0,,,Twitter for iPhone,rt nbcnightlynews clorox factories go overdrive meet demand spurred coronavirus https co yymrww jy reporterblayne
RT @jmoonique: Haciendo un video para mi cuenta de maquillaje y me pongo CLOROX en el pelo pensando que era aguaaaa lo que había ahiii! htt…,1.258183049239507e+18,𝓘𝓽 𝔀𝓪𝓼𝓷’𝓽 𝓶𝓮.,,,2020-05-06,0.0,,,Twitter for iPhone,rt jmoonique haciendo un video para mi cuenta de maquillaje pongo clorox en el pelo pensando que era aguaaaa lo que hab ahiii htt
RT @jmoonique: Haciendo un video para mi cuenta de maquillaje y me pongo CLOROX en el pelo pensando que era aguaaaa lo que había ahiii! htt…,1.2581830376674673e+18,𝙽𝚊𝚝,,,2020-05-06,0.0,,,Twitter for iPhone,rt jmoonique haciendo un video para mi cuenta de maquillaje pongo clorox en el pelo pensando que era aguaaaa lo que hab ahiii htt
RT @jmoonique: Haciendo un video para mi cuenta de maquillaje y me pongo CLOROX en el pelo pensando que era aguaaaa lo que había ahiii! htt…,1.2581829487062917e+18,Didi 🧞‍♀️,"Caguas, Puerto Rico",,2020-05-06,0.0,,,Twitter for iPhone,rt jmoonique haciendo un video para mi cuenta de maquillaje pongo clorox en el pelo pensando que era aguaaaa lo que hab ahiii htt
@OANN @CSinclairtv @ChanelRion This isn’t Clorox again is it?,1.2581829424525804e+18,Fools! Said I,‘Neath the halo ofa streetlamp,,2020-05-06,0.0,,,Twitter for iPad,oann csinclairtv chanelrion clorox
RT @jmoonique: Haciendo un video para mi cuenta de maquillaje y me pongo CLOROX en el pelo pensando que era aguaaaa lo que había ahiii! htt…,1.258182938400895e+18,ana,"Tampa, FL",,2020-05-06,0.0,,,Twitter for iPhone,rt jmoonique haciendo un video para mi cuenta de maquillaje pongo clorox en el pelo pensando que era aguaaaa lo que hab ahiii htt
"RT @TBlountSports: So far today, Mad King Clorox has insulted Jimmy Kimmel, Jimmy Fallon, Stephen Colbert, Steve Schmidt, George Conway, De…",1.2581829305071944e+18,Kristi B,"Kentucky, USA",,2020-05-06,0.0,,,Twitter for Android,rt tblountsports far today mad king clorox insulted jimmy kimmel jimmy fallon stephen colbert steve schmidt george conway de
RT @jmoonique: Haciendo un video para mi cuenta de maquillaje y me pongo CLOROX en el pelo pensando que era aguaaaa lo que había ahiii! htt…,1.2581828657051976e+18,Sandoval,Morovis/Bayamón,,2020-05-06,0.0,,,Twitter for iPhone,rt jmoonique haciendo un video para mi cuenta de maquillaje pongo clorox en el pelo pensando que era aguaaaa lo que hab ahiii htt
RT @NBCNightlyNews: .@ReporterBlayne gives us an exclusive look inside a Clorox factory in Georgia. Tune in to @NBCNightlyNews now.,1.2581828070351053e+18,Katey,,,2020-05-06,0.0,,,Twitter for Android,rt nbcnightlynews reporterblayne gives us exclusive look inside clorox factory georgia tune nbcnightlynews
RT @jmoonique: Haciendo un video para mi cuenta de maquillaje y me pongo CLOROX en el pelo pensando que era aguaaaa lo que había ahiii! htt…,1.2581827960294318e+18,Alondra🌻,Dominican Republic,,2020-05-06,0.0,,,Twitter for iPhone,rt jmoonique haciendo un video para mi cuenta de maquillaje pongo clorox en el pelo pensando que era aguaaaa lo que hab ahiii htt
RT @jmoonique: Haciendo un video para mi cuenta de maquillaje y me pongo CLOROX en el pelo pensando que era aguaaaa lo que había ahiii! htt…,1.258182568761008e+18,Frankie,,,2020-05-06,0.0,,,Twitter for iPhone,rt jmoonique haciendo un video para mi cuenta de maquillaje pongo clorox en el pelo pensando que era aguaaaa lo que hab ahiii htt
RT @jmoonique: Haciendo un video para mi cuenta de maquillaje y me pongo CLOROX en el pelo pensando que era aguaaaa lo que había ahiii! htt…,1.2581824971852677e+18,❁Noa❁,South ,,2020-05-06,0.0,,,Twitter for iPhone,rt jmoonique haciendo un video para mi cuenta de maquillaje pongo clorox en el pelo pensando que era aguaaaa lo que hab ahiii htt
The joy I feel smelling the crisp lemon scent of the daily Clorox wipe down of household items/knobs is almost to e… https://t.co/D4GpNefMu0,1.2581823730966036e+18,𝙎𝙪𝙨𝙖𝙣 💚🦆🌹💛,Orygun,,2020-05-06,3.0,,,Twitter for iPhone,joy feel smelling crisp lemon scent daily clorox wipe household items knobs almost e https co gpnefmu
RT @jmoonique: Haciendo un video para mi cuenta de maquillaje y me pongo CLOROX en el pelo pensando que era aguaaaa lo que había ahiii! htt…,1.2581821283003638e+18,Alanis Michelle💗,,,2020-05-06,0.0,,,Twitter for iPhone,rt jmoonique haciendo un video para mi cuenta de maquillaje pongo clorox en el pelo pensando que era aguaaaa lo que hab ahiii htt
@Romangod7 @morten @realDonaldTrump He bragged about 1% tested.. to stupid to know thats failure.. capn clorox does… https://t.co/1lltoxenAQ,1.258182086164267e+18,shawn lutz,"Spokane, WA",,2020-05-06,1.0,,,Twitter for Android,romangod morten realdonaldtrump bragged tested stupid know thats failure capn clorox https co lltoxenaq
"RT @NBCNightlyNews: Clorox factories go into overdrive to meet demand spurred by coronavirus. https://t.co/yyMRww59jy

@ReporterBlayne has…",1.258181952106115e+18,Steve-‘He is an Absolute Chaotic Disaster’ Arthur,DEMS WILL VOTE IN DROVES ,,2020-05-06,0.0,,,Twitter for iPhone,rt nbcnightlynews clorox factories go overdrive meet demand spurred coronavirus https co yymrww jy reporterblayne
"@RyanAFournier @laneylane25 Neither: Clorox, alcohol and Lysol.",1.2581818739955917e+18,Black Warrior Lures,"Black Warrior River, USA",,2020-05-06,0.0,,,Twitter Web App,ryanafournier laneylane neither clorox alcohol lysol
RT @jmoonique: Haciendo un video para mi cuenta de maquillaje y me pongo CLOROX en el pelo pensando que era aguaaaa lo que había ahiii! htt…,1.25818185255424e+18,FEFITA,,,2020-05-06,0.0,,,Twitter for iPhone,rt jmoonique haciendo un video para mi cuenta de maquillaje pongo clorox en el pelo pensando que era aguaaaa lo que hab ahiii htt
RT @jmoonique: Haciendo un video para mi cuenta de maquillaje y me pongo CLOROX en el pelo pensando que era aguaaaa lo que había ahiii! htt…,1.2581817705850184e+18,𝐣𝐚𝐧,ponce,,2020-05-06,0.0,,,Twitter for iPhone,rt jmoonique haciendo un video para mi cuenta de maquillaje pongo clorox en el pelo pensando que era aguaaaa lo que hab ahiii htt
"@ThatChrisRyan Bet henching double act for sure.

Now I'll have to inhale some Clorox to scrub the mental image of… https://t.co/xSTcVzzE79",1.2581816429438935e+18,Whatsinaname,Denmark,,2020-05-06,0.0,,,Twitter Web App,thatchrisryan bet henching double act sure inhale clorox scrub mental image https co xstcvzze
RT @jmoonique: Haciendo un video para mi cuenta de maquillaje y me pongo CLOROX en el pelo pensando que era aguaaaa lo que había ahiii! htt…,1.258181568113279e+18,fernanda,"Caguas, Puerto Rico",,2020-05-06,0.0,,,Twitter for iPhone,rt jmoonique haciendo un video para mi cuenta de maquillaje pongo clorox en el pelo pensando que era aguaaaa lo que hab ahiii htt
@reviewjournal I did. Spent that $1200 on Clorox baby! Thanks gramps! Let’s reopen the strip and party! #maga… https://t.co/RYSceml3LI,1.258181541110231e+18,whateveryouwantittobe,Who’s askin?,,2020-05-06,0.0,,,Twitter Web App,reviewjournal spent clorox baby thanks gramps let reopen strip party maga https co rysceml li
"RT @NBCNightlyNews: Clorox factories go into overdrive to meet demand spurred by coronavirus. https://t.co/yyMRww59jy

@ReporterBlayne has…",1.25818151605769e+18,Michael D Martin,,,2020-05-06,0.0,,,Twitter for Android,rt nbcnightlynews clorox factories go overdrive meet demand spurred coronavirus https co yymrww jy reporterblayne
@AndreaR9Md Clorox,1.2581814379976704e+18,Nigel💙🇨🇦🇺🇸🇲🇽🌊🌊,Planet Earth,,2020-05-06,4.0,,,Twitter for iPhone,andrear md clorox
RT @jmoonique: Haciendo un video para mi cuenta de maquillaje y me pongo CLOROX en el pelo pensando que era aguaaaa lo que había ahiii! htt…,1.2581813883705754e+18,Marangeℓiz,Puerto Rico,,2020-05-06,0.0,,,Twitter for iPhone,rt jmoonique haciendo un video para mi cuenta de maquillaje pongo clorox en el pelo pensando que era aguaaaa lo que hab ahiii htt
RT @jmoonique: Haciendo un video para mi cuenta de maquillaje y me pongo CLOROX en el pelo pensando que era aguaaaa lo que había ahiii! htt…,1.2581813811480248e+18,aries♈️,,,2020-05-06,0.0,,,Twitter for iPhone,rt jmoonique haciendo un video para mi cuenta de maquillaje pongo clorox en el pelo pensando que era aguaaaa lo que hab ahiii htt
"Never thought I’d create a card with a message that mentions an infectious disease doctor and Clorox wipes, but wel… https://t.co/zTz5rEtDBo",1.2581813247430738e+18,Liv Lane,Minneapolis,,2020-05-06,7.0,,,Twitter for iPhone,never thought create card message mentions infectious disease doctor clorox wipes wel https co ztz retdbo
"RT @ddanpereira: @Yamiche Trump did a Town Hall right next to the Lincoln Memorial! Quick, send a hundred people with Lysol &amp; Clorox to dis…",1.2581812868726129e+18,R Lawson,"Pompano Beach, FL",,2020-05-06,0.0,,,Twitter for iPhone,rt ddanpereira yamiche trump town hall right next lincoln memorial quick send hundred people lysol clorox dis
RT @jmoonique: Haciendo un video para mi cuenta de maquillaje y me pongo CLOROX en el pelo pensando que era aguaaaa lo que había ahiii! htt…,1.25818112975403e+18,yavier 🤴🏾,"Jayuya, Puerto Rico",,2020-05-06,0.0,,,Twitter for iPhone,rt jmoonique haciendo un video para mi cuenta de maquillaje pongo clorox en el pelo pensando que era aguaaaa lo que hab ahiii htt
RT @jmoonique: Haciendo un video para mi cuenta de maquillaje y me pongo CLOROX en el pelo pensando que era aguaaaa lo que había ahiii! htt…,1.2581809736000922e+18,Jorge,,,2020-05-06,0.0,,,Twitter for iPhone,rt jmoonique haciendo un video para mi cuenta de maquillaje pongo clorox en el pelo pensando que era aguaaaa lo que hab ahiii htt
RT @jmoonique: Haciendo un video para mi cuenta de maquillaje y me pongo CLOROX en el pelo pensando que era aguaaaa lo que había ahiii! htt…,1.2581809359687516e+18,𝖆,por ahí,,2020-05-06,0.0,,,Twitter for iPhone,rt jmoonique haciendo un video para mi cuenta de maquillaje pongo clorox en el pelo pensando que era aguaaaa lo que hab ahiii htt
"@jefftimmer @MarshaBlackburn If she included the right to sue president Clorox for criminal negligence, she’d be on to something",1.2581809048050033e+18,Abe Bresn,,,2020-05-06,0.0,,,Twitter for iPhone,jefftimmer marshablackburn included right sue president clorox criminal negligence something
RT @jmoonique: Haciendo un video para mi cuenta de maquillaje y me pongo CLOROX en el pelo pensando que era aguaaaa lo que había ahiii! htt…,1.2581808755918277e+18,Paulette Sophia,,,2020-05-06,0.0,,,Twitter for iPhone,rt jmoonique haciendo un video para mi cuenta de maquillaje pongo clorox en el pelo pensando que era aguaaaa lo que hab ahiii htt
Lo dice el que recomendaba tomar clorox. https://t.co/f350YMjsJR,1.2581808082312645e+18,Yuyin,Perú,,2020-05-06,0.0,,,Twitter for iPhone,lo dice el que recomendaba tomar clorox https co f ymjsjr
